Time (s),Thrust (N),Mass Flow Rate (kg/s)
0.0,0.0,0.0
0.0001,2.2979740259740264,0.0012666385790745286
0.0002,4.595948051948053,0.0025332771581490572
0.00030000000000000003,6.893922077922079,0.0037999157372235856
0.0004,9.191896103896106,0.0050665543162981145
0.0005,11.48987012987013,0.006333192895372642
0.0006000000000000001,13.787844155844159,0.007599831474447171
0.0007,16.085818181818183,0.008866470053521699
0.0008,18.38379220779221,0.010133108632596229
0.0009000000000000001,20.681766233766236,0.011399747211670756
0.001,22.97974025974026,0.012666385790745284
0.0011,25.27771428571429,0.013933024369819812
0.0012000000000000001,27.575688311688317,0.015199662948894343
0.0013000000000000002,29.873662337662342,0.01646630152796887
0.0014,32.17163636363637,0.017732940107043398
0.0015,34.469610389610395,0.018999578686117926
0.0016,36.76758441558442,0.020266217265192458
0.0017000000000000001,39.065558441558444,0.021532855844266983
0.0018000000000000002,41.36353246753247,0.02279949442334151
0.0019,43.661506493506494,0.024066133002416036
0.002,45.95948051948052,0.025332771581490568
0.0021000000000000003,48.25745454545456,0.0265994101605651
0.0022,50.55542857142858,0.027866048739639625
0.0023,52.8534025974026,0.02913268731871415
0.0024000000000000002,55.151376623376635,0.030399325897788685
0.0025,57.449350649350656,0.03166596447686321
0.0026000000000000003,59.747324675324684,0.03293260305593774
0.0027,62.04529870129871,0.03419924163501227
0.0028,64.34327272727273,0.035465880214086795
0.0029000000000000002,66.64124675324676,0.03673251879316133
0.003,68.93922077922079,0.03799915737223585
0.0031000000000000003,71.23719480519482,0.039265795951310384
0.0032,73.53516883116885,0.040532434530384916
0.0033,75.83314285714286,0.041799073109459434
0.0034000000000000002,78.13111688311689,0.043065711688533966
0.0035,80.42909090909092,0.04433235026760849
0.0036000000000000003,82.72706493506494,0.04559898884668302
0.0037,85.02503896103897,0.046865627425757554
0.0038,87.32301298701299,0.04813226600483207
0.0039000000000000003,89.62098701298703,0.04939890458390661
0.004,91.91896103896104,0.050665543162981136
0.0041,94.21693506493509,0.05193218174205567
0.004200000000000001,96.51490909090911,0.0531988203211302
0.0043,98.81288311688313,0.054465458900204725
0.0044,101.11085714285716,0.05573209747927925
0.0045000000000000005,103.40883116883118,0.05699873605835378
0.0046,105.7068051948052,0.0582653746374283
0.0047,108.00477922077923,0.05953201321650283
0.0048000000000000004,110.30275324675327,0.06079865179557737
0.0049,112.60072727272728,0.06206529037465189
0.005,114.89870129870131,0.06333192895372643
0.0051,117.19667532467534,0.06459856753280095
0.005200000000000001,119.49464935064937,0.06586520611187548
0.0053,121.79262337662338,0.06713184469095
0.0054,124.09059740259742,0.06839848327002454
0.0055000000000000005,126.38857142857145,0.06966512184909907
0.0056,128.68654545454547,0.07093176042817359
0.0057,130.9845194805195,0.07219839900724813
0.0058000000000000005,133.28249350649352,0.07346503758632265
0.0059,135.58046753246754,0.07473167616539717
0.006,137.87844155844158,0.0759983147444717
0.0061,140.1764155844156,0.07726495332354623
0.006200000000000001,142.47438961038964,0.07853159190262077
0.0063,144.77236363636365,0.07979823048169529
0.0064,147.0703376623377,0.08106486906076983
0.006500000000000001,149.3683116883117,0.08233150763984434
0.0066,151.66628571428572,0.08359814621891887
0.0067,153.96425974025976,0.0848647847979934
0.0068000000000000005,156.26223376623378,0.08613142337706793
0.006900000000000001,158.56020779220782,0.08739806195614247
0.007,160.85818181818183,0.08866470053521698
0.0071,163.15615584415588,0.08993133911429152
0.007200000000000001,165.4541298701299,0.09119797769336604
0.0073,167.7521038961039,0.09246461627244057
0.0074,170.05007792207795,0.09373125485151511
0.007500000000000001,172.348051948052,0.09499789343058965
0.0076,174.64602597402597,0.09626453200966414
0.0077,176.94400000000002,0.09753117058873868
0.0078000000000000005,179.24197402597406,0.09879780916781322
0.0079,181.53994805194807,0.10006444774688775
0.008,183.8379220779221,0.10133108632596227
0.0081,186.1358961038961,0.10259772490503678
0.0082,188.43387012987017,0.10386436348411134
0.0083,190.7318441558442,0.10513100206318586
0.008400000000000001,193.02981818181823,0.1063976406422604
0.0085,195.32779220779224,0.10766427922133492
0.0086,197.62576623376626,0.10893091780040945
0.008700000000000001,199.9237402597403,0.11019755637948397
0.0088,202.2217142857143,0.1114641949585585
0.0089,204.51968831168833,0.11273083353763302
0.009000000000000001,206.81766233766237,0.11399747211670756
0.0091,209.11563636363638,0.11526411069578209
0.0092,211.4136103896104,0.1165307492748566
0.009300000000000001,213.71158441558447,0.11779738785393115
0.0094,216.00955844155845,0.11906402643300566
0.0095,218.30753246753247,0.12033066501208019
0.009600000000000001,220.60550649350654,0.12159730359115474
0.0097,222.90348051948055,0.12286394217022927
0.0098,225.20145454545457,0.12413058074930378
0.0099,227.4994285714286,0.12539721932837833
0.01,229.79740259740262,0.12666385790745285
0.010100000000000001,232.09537662337667,0.12793049648652738
0.0102,234.39335064935068,0.1291971350656019
0.0103,236.6913246753247,0.13046377364467643
0.010400000000000001,238.98929870129874,0.13173041222375095
0.0105,241.28727272727275,0.13299705080282548
0.0106,243.58524675324676,0.1342636893819
0.010700000000000001,245.88322077922084,0.13553032796097456
0.0108,248.18119480519485,0.13679696654004908
0.0109,250.47916883116886,0.1380636051191236
0.011000000000000001,252.7771428571429,0.13933024369819813
0.0111,255.07511688311692,0.14059688227727266
0.0112,257.37309090909093,0.14186352085634718
0.011300000000000001,259.671064935065,0.1431301594354217
0.0114,261.969038961039,0.14439679801449626
0.0115,264.267012987013,0.14566343659357076
0.011600000000000001,266.56498701298705,0.1469300751726453
0.0117,268.8629610389611,0.14819671375171983
