Time (s),Thrust (N)
0.0223,512.4482077922079
0.0224,514.7461818181819
0.022500000000000003,517.044155844156
0.022600000000000002,519.34212987013
0.0227,521.6401038961039
0.0228,523.938077922078
0.0229,526.236051948052
0.023,528.534025974026
0.023100000000000002,530.8320000000001
0.023200000000000002,533.1299740259741
0.0233,535.4279480519481
0.0234,537.7259220779222
0.0235,540.0238961038962
0.0236,542.3218701298701
0.023700000000000002,544.6198441558442
0.0238,546.9178181818182
0.0239,549.2157922077922
0.024,551.5137662337663
0.0241,553.8117402597403
0.024200000000000003,556.1097142857144
0.024300000000000002,558.4076883116884
0.0244,560.7056623376624
0.0245,563.0036363636365
0.0246,565.3016103896105
0.0247,567.5995844155844
0.024800000000000003,569.8975584415585
0.024900000000000002,572.1955324675325
0.025,574.4935064935065
0.0251,576.7914805194806
0.0252,579.0894545454546
0.0253,581.3874285714286
0.025400000000000002,583.6854025974027
0.025500000000000002,585.9833766233767
0.0256,588.2813506493508
0.0257,590.5793246753248
0.0258,592.8772987012987
0.025900000000000003,595.1752727272728
0.026000000000000002,597.4732467532468
0.0261,599.7712207792208
0.0262,602.0691948051949
0.0263,604.3671688311689
0.0264,606.6651428571429
0.026500000000000003,608.963116883117
0.026600000000000002,611.261090909091
0.0267,613.5590649350651
0.0268,615.857038961039
0.0269,618.155012987013
0.027,620.452987012987
0.027100000000000003,622.7509610389611
0.027200000000000002,625.0489350649351
0.0273,627.3469090909092
0.0274,629.6448831168832
0.0275,631.9428571428572
0.027600000000000003,634.2408311688313
0.027700000000000002,636.5388051948053
0.027800000000000002,638.8367792207794
0.0279,641.1347532467533
0.028,643.4327272727273
0.0281,645.7307012987013
0.028200000000000003,648.0286753246754
0.028300000000000002,650.3266493506494
0.0284,652.6246233766235
0.0285,654.9225974025975
0.0286,657.2205714285715
0.0287,659.5185454545455
0.028800000000000003,661.8165194805196
0.028900000000000002,664.1144935064937
0.029,666.4124675324676
0.0291,668.7104415584416
0.0292,671.0084155844156
0.029300000000000003,673.3063896103897
0.029400000000000003,675.6043636363637
0.029500000000000002,677.9023376623378
0.0296,680.2003116883118
0.0297,682.4982857142858
0.0298,684.7962597402598
0.029900000000000003,687.0942337662339
0.030000000000000002,689.392207792208
0.030100000000000002,691.6901818181819
0.0302,693.9881558441559
0.0303,696.2861298701299
0.0304,698.5841038961039
0.030500000000000003,700.882077922078
0.030600000000000002,703.1800519480521
0.0307,705.4780259740261
0.0308,707.7760000000001
0.0309,710.073974025974
0.031,712.3719480519482
0.031100000000000003,714.6699220779221
0.031200000000000002,716.9678961038962
0.0313,719.2658701298702
0.031400000000000004,721.5638441558443
0.0315,723.8618181818182
0.0316,726.1597922077923
0.0317,728.4577662337663
0.0318,730.7557402597404
0.031900000000000005,733.0537142857145
0.032,735.3516883116883
0.032100000000000004,737.6496623376624
0.0322,739.9476363636364
0.0323,742.2456103896105
0.0324,744.5435844155844
0.0325,746.8415584415585
0.032600000000000004,749.1395324675326
0.0327,751.4375064935066
0.0328,753.7354805194807
0.0329,756.0334545454546
0.033,758.3314285714287
0.033100000000000004,760.6294025974028
0.0332,762.9273766233767
0.0333,765.2253506493507
0.0334,767.5233246753247
0.0335,769.8212987012988
0.033600000000000005,772.1192727272729
0.0337,774.4172467532468
0.033800000000000004,776.7152207792209
0.0339,779.0131948051949
0.034,781.311168831169
0.0341,783.6091428571428
0.0342,785.9071168831169
0.034300000000000004,788.205090909091
0.0344,790.503064935065
0.0345,792.8010389610391
0.0346,795.099012987013
0.0347,797.3969870129871
0.034800000000000005,799.6949610389612
0.0349,801.9929350649352
0.035,804.2909090909093
0.0351,806.5888831168832
0.0352,808.8868571428573
0.035300000000000005,811.1848311688314
0.0354,813.4828051948052
0.035500000000000004,815.7807792207793
0.0356,818.0787532467533
0.0357,820.3767272727274
0.0358,822.6747012987013
0.0359,824.9726753246754
0.036000000000000004,827.2706493506495
0.0361,829.5686233766235
0.0362,831.8665974025976
0.0363,834.1645714285714
0.0364,836.4625454545455
0.036500000000000005,838.7605194805196
0.0366,841.0584935064936
0.0367,843.3564675324677
0.0368,845.6544415584416
0.0369,847.9524155844157
0.037000000000000005,850.2503896103898
0.0371,852.5483636363638
0.037200000000000004,854.8463376623379
0.0373,857.1443116883117
0.0374,859.4422857142858
0.0375,861.7402597402598
0.0376,864.0382337662338
0.037700000000000004,866.3362077922079
0.0378,868.6341818181819
0.0379,870.932155844156
0.038,873.2301298701299
0.0381,875.528103896104
0.038200000000000005,877.8260779220781
0.0383,880.124051948052
0.038400000000000004,882.4220259740262
0.0385,884.72
0.0386,887.0179740259741
0.038700000000000005,889.3159480519482
0.0388,891.6139220779222
0.038900000000000004,893.9118961038963
0.039,896.2098701298702
0.0391,898.5078441558443
0.0392,900.8058181818183
0.0393,903.1037922077924
0.039400000000000004,905.4017662337664
0.0395,907.6997402597403
0.0396,909.9977142857144
0.0397,912.2956883116883
0.0398,914.5936623376624
0.039900000000000005,916.8916363636365
0.04,919.1896103896105
0.040100000000000004,921.4875844155846
0.0402,923.7855584415585
0.0403,926.0835324675326
0.040400000000000005,928.3815064935067
0.0405,930.6794805194806
0.040600000000000004,932.9774545454547
0.0407,935.2754285714286
0.0408,937.5734025974027
0.0409,939.8713766233767
0.041,942.1693506493508
0.041100000000000005,944.4673246753249
0.0412,946.7652987012988
0.0413,949.0632727272729
0.0414,951.3612467532469
0.0415,953.659220779221
0.041600000000000005,955.957194805195
0.0417,958.2551688311689
0.041800000000000004,960.553142857143
0.0419,962.8511168831169
0.042,965.149090909091
0.042100000000000005,967.4470649350651
0.0422,969.7450389610391
0.042300000000000004,972.0430129870132
0.0424,974.3409870129871
0.0425,976.6389610389612
0.0426,978.9369350649351
0.0427,981.2349090909092
0.042800000000000005,983.5328831168833
0.0429,985.8308571428572
0.043000000000000003,988.1288311688313
0.0431,990.4268051948053
0.0432,992.7247792207794
0.043300000000000005,995.0227532467535
0.0434,997.3207272727274
0.043500000000000004,999.6187012987015
0.0436,1001.9166753246755
0.0437,1004.2146493506494
0.0438,1006.5126233766234
0.0439,1008.8105974025975
0.044000000000000004,1011.1085714285716
0.0441,1013.4065454545455
0.0442,1015.7045194805196
0.0443,1018.0024935064936
0.0444,1020.3004675324677
0.044500000000000005,1022.5984415584418
0.0446,1024.8964155844158
0.044700000000000004,1027.1943896103899
0.0448,1029.4923636363637
0.0449,1031.7903376623378
0.045000000000000005,1034.088311688312
0.0451,1036.3862857142858
0.045200000000000004,1038.68425974026
0.0453,1040.9822337662338
0.0454,1043.2802077922079
0.0455,1045.578181818182
0.0456,1047.876155844156
0.045700000000000005,1050.17412987013
0.0458,1052.472103896104
0.0459,1054.7700779220781
0.046,1057.068051948052
0.0461,1059.3660259740261
0.046200000000000005,1061.6640000000002
0.0463,1063.961974025974
0.046400000000000004,1066.2599480519482
0.0465,1068.557922077922
0.0466,1070.8558961038962
0.046700000000000005,1073.1538701298703
0.0468,1075.4518441558444
0.046900000000000004,1077.7498181818185
0.047,1080.0477922077923
0.0471,1082.3457662337664
0.0472,1084.6437402597403
0.0473,1086.9417142857144
0.047400000000000005,1089.2396883116885
0.0475,1091.5376623376624
0.0476,1093.8356363636365
0.0477,1096.1336103896106
0.0478,1098.4315844155844
0.047900000000000005,1100.7295584415585
0.048,1103.0275324675326
0.048100000000000004,1105.3255064935067
0.0482,1107.6234805194806
0.0483,1109.9214545454547
0.048400000000000006,1112.2194285714288
0.0485,1114.5174025974027
0.048600000000000004,1116.8153766233768
0.0487,1119.1133506493507
0.0488,1121.4113246753247
0.0489,1123.7092987012988
0.049,1126.007272727273
0.049100000000000005,1128.305246753247
0.0492,1130.603220779221
0.049300000000000004,1132.901194805195
0.0494,1135.199168831169
0.0495,1137.497142857143
0.049600000000000005,1139.795116883117
0.0497,1142.093090909091
0.049800000000000004,1144.391064935065
0.0499,1146.6890389610392
0.05,1148.987012987013
0.050100000000000006,1151.2849870129871
0.0502,1153.5829610389612
0.050300000000000004,1155.8809350649353
0.0504,1158.1789090909092
0.0505,1160.4768831168833
0.0506,1162.7748571428572
0.0507,1165.0728311688313
0.050800000000000005,1167.3708051948054
0.0509,1169.6687792207792
0.051000000000000004,1171.9667532467533
0.0511,1174.2647272727274
0.0512,1176.5627012987015
0.051300000000000005,1178.8606753246756
0.0514,1181.1586493506495
0.051500000000000004,1183.4566233766236
0.0516,1185.7545974025975
0.0517,1188.0525714285716
0.051800000000000006,1190.3505454545457
0.0519,1192.6485194805196
0.052000000000000005,1194.9464935064937
0.0521,1197.2444675324675
0.0522,1199.5424415584416
0.0523,1201.8404155844157
0.0524,1204.1383896103898
0.052500000000000005,1206.436363636364
0.0526,1208.7343376623378
0.052700000000000004,1211.032311688312
0.0528,1213.3302857142858
0.0529,1215.6282597402599
0.053000000000000005,1217.926233766234
0.0531,1220.2242077922078
0.053200000000000004,1222.522181818182
0.0533,1224.820155844156
0.0534,1227.1181298701301
0.053500000000000006,1229.4161038961042
0.0536,1231.714077922078
0.053700000000000005,1234.0120519480522
0.0538,1236.310025974026
0.0539,1238.6080000000002
0.054,1240.905974025974
0.0541,1243.2039480519481
0.054200000000000005,1245.5019220779222
0.0543,1247.7998961038961
0.054400000000000004,1250.0978701298702
0.0545,1252.3958441558443
0.0546,1254.6938181818184
0.054700000000000006,1256.9917922077925
0.0548,1259.2897662337664
0.054900000000000004,1261.5877402597405
0.055,1263.8857142857144
0.0551,1266.1836883116885
0.055200000000000006,1268.4816623376626
0.0553,1270.7796363636364
0.055400000000000005,1273.0776103896105
0.0555,1275.3755844155846
0.055600000000000004,1277.6735584415587
0.0557,1279.9715324675326
0.0558,1282.2695064935067
0.055900000000000005,1284.5674805194808
0.056,1286.8654545454547
0.056100000000000004,1289.1634285714288
0.0562,1291.4614025974026
0.0563,1293.7593766233767
0.056400000000000006,1296.0573506493508
0.0565,1298.3553246753247
0.056600000000000004,1300.6532987012988
0.0567,1302.951272727273
0.0568,1305.249246753247
0.056900000000000006,1307.547220779221
0.057,1309.845194805195
0.057100000000000005,1312.143168831169
0.0572,1314.441142857143
0.057300000000000004,1316.739116883117
0.0574,1319.037090909091
0.0575,1321.335064935065
0.057600000000000005,1323.6330389610391
0.0577,1325.9310129870132
0.057800000000000004,1328.2289870129873
0.0579,1330.5269610389612
0.058,1332.8249350649353
0.058100000000000006,1335.1229090909094
0.0582,1337.4208831168833
0.058300000000000005,1339.7188571428574
0.0584,1342.0168311688312
0.0585,1344.3148051948053
0.058600000000000006,1346.6127792207794
0.0587,1348.9107532467533
0.058800000000000005,1351.2087272727274
0.0589,1353.5067012987015
0.059000000000000004,1355.8046753246756
0.0591,1358.1026493506495
0.0592,1360.4006233766236
0.059300000000000005,1362.6985974025977
0.0594,1364.9965714285715
0.059500000000000004,1367.2945454545456
0.0596,1369.5925194805195
0.0597,1371.8904935064936
0.059800000000000006,1374.1884675324677
0.0599,1376.4864415584418
0.060000000000000005,1378.784415584416
0.0601,1381.0823896103898
0.060200000000000004,1383.3803636363639
0.0603,1385.6783376623378
0.0604,1387.9763116883119
0.060500000000000005,1390.274285714286
0.0606,1392.5722597402598
0.060700000000000004,1394.870233766234
0.0608,1397.1682077922078
0.0609,1399.466181818182
0.061000000000000006,1401.764155844156
0.0611,1404.06212987013
0.061200000000000004,1406.3601038961042
0.0613,1408.658077922078
0.0614,1410.9560519480522
0.061500000000000006,1413.2540259740263
0.0616,1415.5520000000001
0.061700000000000005,1417.8499740259742
0.0618,1420.147948051948
0.061900000000000004,1422.4459220779222
0.062,1424.7438961038963
0.0621,1427.0418701298704
0.062200000000000005,1429.3398441558443
0.0623,1431.6378181818184
0.062400000000000004,1433.9357922077925
0.0625,1436.2337662337663
0.0626,1438.5317402597404
0.0627,1440.8297142857145
0.06280000000000001,1443.1276883116886
0.0629,1445.4256623376623
0.063,1447.7236363636364
0.0631,1450.0216103896105
0.0632,1452.3195844155846
0.06330000000000001,1454.6175584415587
0.0634,1456.9155324675326
0.0635,1459.2135064935067
0.0636,1461.5114805194808
0.0637,1463.8094545454549
0.06380000000000001,1466.107428571429
0.0639,1468.4054025974026
0.064,1470.7033766233767
0.0641,1473.0013506493508
0.06420000000000001,1475.299324675325
0.06430000000000001,1477.597298701299
0.0644,1479.8952727272729
0.0645,1482.193246753247
0.0646,1484.491220779221
0.06470000000000001,1486.7891948051952
0.0648,1489.0871688311688
0.0649,1491.385142857143
0.065,1493.683116883117
0.0651,1495.981090909091
0.06520000000000001,1498.2790649350652
0.0653,1500.577038961039
0.0654,1502.8750129870132
0.0655,1505.1729870129873
0.0656,1507.4709610389614
0.06570000000000001,1509.7689350649355
0.0658,1512.0669090909091
0.0659,1514.3648831168832
0.066,1516.6628571428573
0.0661,1518.9608311688314
0.06620000000000001,1521.2588051948055
0.0663,1523.5567792207794
0.0664,1525.8547532467535
0.0665,1528.1527272727274
0.0666,1530.4507012987015
0.06670000000000001,1532.7486753246756
0.0668,1535.0466493506494
0.0669,1537.3446233766235
0.067,1539.6425974025976
0.0671,1541.9405714285717
0.06720000000000001,1544.2385454545458
0.0673,1546.5365194805195
0.0674,1548.8344935064936
0.0675,1551.1324675324677
0.06760000000000001,1553.4304415584418
0.06770000000000001,1555.7284155844159
0.0678,1558.0263896103897
0.0679,1560.3243636363638
0.068,1562.622337662338
0.06810000000000001,1564.920311688312
0.0682,1567.2182857142857
0.0683,1569.5162597402598
0.0684,1571.8142337662339
0.0685,1574.112207792208
0.06860000000000001,1576.410181818182
0.0687,1578.708155844156
0.0688,1581.00612987013
0.0689,1583.3041038961042
0.069,1585.6020779220783
0.06910000000000001,1587.9000519480524
0.0692,1590.198025974026
0.0693,1592.496
0.0694,1594.7939740259742
0.0695,1597.0919480519483
0.06960000000000001,1599.3899220779224
0.0697,1601.6878961038963
0.0698,1603.9858701298704
0.0699,1606.2838441558445
0.07,1608.5818181818186
0.07010000000000001,1610.8797922077927
0.0702,1613.1777662337663
0.0703,1615.4757402597404
0.0704,1617.7737142857145
0.07050000000000001,1620.0716883116886
0.07060000000000001,1622.3696623376627
0.0707,1624.6676363636366
0.0708,1626.9656103896104
0.0709,1629.2635844155845
0.07100000000000001,1631.5615584415586
0.0711,1633.8595324675325
0.0712,1636.1575064935066
0.0713,1638.4554805194807
0.0714,1640.7534545454548
0.07150000000000001,1643.051428571429
0.0716,1645.3494025974026
0.0717,1647.6473766233767
0.0718,1649.9453506493508
0.0719,1652.2433246753249
0.07200000000000001,1654.541298701299
0.0721,1656.8392727272728
0.0722,1659.137246753247
0.0723,1661.435220779221
0.0724,1663.7331948051951
0.07250000000000001,1666.0311688311692
0.0726,1668.3291428571429
0.0727,1670.627116883117
0.0728,1672.925090909091
0.0729,1675.2230649350652
0.07300000000000001,1677.5210389610393
0.0731,1679.8190129870131
0.0732,1682.1169870129872
0.0733,1684.4149610389613
0.0734,1686.7129350649354
0.07350000000000001,1689.0109090909095
0.0736,1691.3088831168832
0.0737,1693.6068571428573
0.0738,1695.9048311688314
0.07390000000000001,1698.2028051948055
0.07400000000000001,1700.5007792207796
0.0741,1702.7987532467534
0.0742,1705.0967272727275
0.0743,1707.3947012987016
0.07440000000000001,1709.6926753246757
0.0745,1711.9906493506494
0.0746,1714.2886233766235
0.0747,1716.5865974025976
0.0748,1718.8845714285717
0.07490000000000001,1721.1825454545458
0.075,1723.4805194805197
0.0751,1725.7784935064935
0.0752,1728.0764675324676
0.0753,1730.3744415584417
0.07540000000000001,1732.6724155844158
0.0755,1734.9703896103897
0.0756,1737.2683636363638
0.0757,1739.566337662338
0.0758,1741.864311688312
0.07590000000000001,1744.162285714286
0.076,1746.4602597402597
0.0761,1748.7582337662338
0.0762,1751.056207792208
0.0763,1753.354181818182
0.07640000000000001,1755.6521558441561
0.0765,1757.95012987013
0.0766,1760.248103896104
0.0767,1762.5460779220782
0.07680000000000001,1764.8440519480523
0.07690000000000001,1767.1420259740264
0.077,1769.44
0.0771,1770.3880869565219
0.0772,1771.3361739130437
0.07730000000000001,1772.2842608695653
0.07740000000000001,1773.232347826087
0.0775,1774.1804347826087
0.0776,1775.1285217391305
0.0777,1776.0766086956523
0.07780000000000001,1777.0246956521742
0.0779,1777.9727826086958
0.078,1778.9208695652173
0.0781,1779.8689565217392
0.0782,1780.817043478261
0.07830000000000001,1781.7651304347828
0.0784,1782.7132173913044
0.0785,1783.6613043478262
0.0786,1784.6093913043478
0.0787,1785.5574782608696
0.07880000000000001,1786.5055652173914
0.0789,1787.453652173913
0.079,1788.4017391304349
0.0791,1789.3498260869567
0.0792,1790.2979130434783
0.07930000000000001,1791.246
0.0794,1792.1940869565217
0.0795,1793.1421739130435
0.0796,1794.0902608695653
0.07970000000000001,1795.0383478260871
0.07980000000000001,1795.9864347826087
0.0799,1796.9345217391306
0.08,1797.8826086956522
0.0801,1798.830695652174
0.08020000000000001,1799.7787826086958
0.08030000000000001,1800.7268695652176
0.0804,1801.6749565217392
0.0805,1802.623043478261
0.0806,1803.5711304347826
0.08070000000000001,1804.5192173913044
0.08080000000000001,1805.4673043478263
0.0809,1806.4153913043478
0.081,1807.3634782608697
0.0811,1808.3115652173915
0.08120000000000001,1809.259652173913
0.0813,1810.207739130435
0.0814,1811.1558260869565
0.0815,1812.1039130434783
0.0816,1813.0520000000001
0.08170000000000001,1814.000086956522
0.0818,1814.9481739130435
0.0819,1815.8962608695654
0.082,1816.844347826087
0.0821,1817.7924347826088
0.08220000000000001,1818.7405217391306
0.0823,1819.6886086956522
0.0824,1820.636695652174
0.0825,1821.5847826086958
0.0826,1822.5328695652174
0.08270000000000001,1823.4809565217392
0.0828,1824.4290434782608
0.0829,1825.3771304347827
0.083,1826.3252173913045
0.08310000000000001,1827.2733043478263
0.08320000000000001,1828.221391304348
0.0833,1829.1694782608697
0.0834,1830.1175652173913
0.0835,1831.0656521739131
0.08360000000000001,1832.013739130435
0.08370000000000001,1832.9618260869568
0.0838,1833.9099130434784
0.0839,1834.8580000000002
0.084,1835.8060869565218
0.08410000000000001,1836.7541739130436
0.08420000000000001,1837.7022608695654
0.0843,1838.650347826087
0.0844,1839.5984347826088
0.0845,1840.5465217391306
0.08460000000000001,1841.4946086956522
0.0847,1842.4426956521738
0.0848,1843.3907826086956
0.0849,1844.3388695652175
0.085,1845.2869565217393
0.08510000000000001,1846.235043478261
0.0852,1847.1831304347827
0.0853,1848.1312173913043
0.0854,1849.079304347826
0.0855,1850.027391304348
0.08560000000000001,1850.9754782608697
0.0857,1851.9235652173913
0.0858,1852.8716521739132
0.0859,1853.8197391304348
0.08600000000000001,1854.7678260869566
0.08610000000000001,1855.7159130434784
0.0862,1856.664
0.0863,1857.6120869565218
0.0864,1858.5601739130436
0.08650000000000001,1859.5082608695652
0.08660000000000001,1860.456347826087
0.0867,1861.4044347826086
0.0868,1862.3525217391305
0.0869,1863.3006086956523
0.08700000000000001,1864.248695652174
0.08710000000000001,1865.1967826086957
0.0872,1866.1448695652175
0.0873,1867.092956521739
0.0874,1868.041043478261
0.08750000000000001,1868.9891304347827
0.0876,1869.9372173913043
0.0877,1870.8853043478261
0.0878,1871.833391304348
0.0879,1872.7814782608696
0.08800000000000001,1873.7295652173914
0.0881,1874.677652173913
0.0882,1875.6257391304348
0.0883,1876.5738260869566
0.0884,1877.5219130434784
0.08850000000000001,1878.47
0.0886,1879.4180869565218
0.0887,1880.3661739130434
0.0888,1881.3142608695653
0.0889,1882.262347826087
0.08900000000000001,1883.210434782609
0.0891,1884.1585217391305
0.0892,1885.1066086956523
0.0893,1886.054695652174
0.08940000000000001,1887.0027826086957
0.08950000000000001,1887.9508695652175
0.0896,1888.8989565217391
0.0897,1889.847043478261
0.0898,1890.7951304347828
0.08990000000000001,1891.7432173913044
0.09000000000000001,1892.6913043478262
0.0901,1893.6393913043478
0.0902,1894.5874782608696
0.0903,1895.5355652173914
0.09040000000000001,1896.4836521739132
0.09050000000000001,1897.4317391304348
0.0906,1898.3798260869567
0.0907,1899.3279130434782
0.0908,1900.276
0.09090000000000001,1901.224086956522
0.091,1902.1721739130435
0.0911,1903.1202608695653
0.0912,1904.0683478260871
0.0913,1905.0164347826087
0.09140000000000001,1905.9645217391305
0.0915,1906.9126086956521
0.0916,1907.860695652174
0.0917,1908.8087826086958
0.0918,1909.7568695652176
0.09190000000000001,1910.7049565217392
0.092,1911.6530434782608
0.0921,1912.6011304347826
0.0922,1913.5492173913044
0.09230000000000001,1914.4973043478262
0.09240000000000001,1915.445391304348
0.0925,1916.3934782608696
0.0926,1917.3415652173912
0.0927,1918.289652173913
0.09280000000000001,1919.2377391304349
0.09290000000000001,1920.1858260869567
0.093,1921.1339130434783
0.0931,1922.082
0.0932,1923.0300869565217
0.09330000000000001,1923.9781739130435
0.09340000000000001,1924.9262608695653
0.0935,1925.874347826087
0.0936,1926.8224347826088
0.0937,1927.7705217391306
0.09380000000000001,1928.7186086956522
0.09390000000000001,1929.666695652174
0.094,1930.6147826086956
0.0941,1931.5628695652174
0.0942,1932.5109565217392
0.09430000000000001,1933.459043478261
0.0944,1934.4071304347826
0.0945,1935.3552173913044
0.0946,1936.303304347826
0.0947,1937.2513913043479
0.09480000000000001,1938.1994782608697
0.0949,1939.1475652173913
0.095,1940.095652173913
0.0951,1941.043739130435
0.0952,1941.9918260869565
0.09530000000000001,1942.9399130434783
0.0954,1943.888
0.0955,1944.8360869565217
0.0956,1945.7841739130436
0.09570000000000001,1946.7322608695654
