Time (s),Thrust (N),Mass Flow Rate (kg/s)
2.9387000000000003,1638.331819787986,0.9676417717204997
2.9388,1638.3234275618374,0.9676368150514776
2.9389000000000003,1638.3150353356891,0.9676318583824556
2.939,1638.3066431095408,0.9676269017134336
2.9391000000000003,1638.2982508833923,0.9676219450444116
2.9392,1638.289858657244,0.9676169883753896
2.9393000000000002,1638.2814664310954,0.9676120317063674
2.9394,1638.273074204947,0.9676070750373456
2.9395000000000002,1638.2646819787985,0.9676021183683234
2.9396,1638.2562897526502,0.9675971616993014
2.9397,1638.247897526502,0.9675922050302795
2.9398,1638.2395053003534,0.9675872483612574
2.9399,1638.231113074205,0.9675822916922354
2.94,1638.2227208480567,0.9675773350232135
2.9401,1638.2143286219082,0.9675723783541914
2.9402,1638.2059363957599,0.9675674216851694
2.9403,1638.1975441696113,0.9675624650161473
2.9404000000000003,1638.189151943463,0.9675575083471254
2.9405,1638.1807597173145,0.9675525516781033
2.9406000000000003,1638.1723674911661,0.9675475950090813
2.9407,1638.1639752650178,0.9675426383400594
2.9408000000000003,1638.1555830388693,0.9675376816710373
2.9409,1638.147190812721,0.9675327250020153
2.9410000000000003,1638.1387985865724,0.9675277683329931
2.9411,1638.130406360424,0.9675228116639712
2.9412000000000003,1638.1220141342756,0.9675178549949491
2.9413,1638.1136219081272,0.9675128983259271
2.9414000000000002,1638.105229681979,0.9675079416569052
2.9415,1638.0968374558304,0.9675029849878831
2.9416,1638.088445229682,0.9674980283188611
2.9417,1638.0800530035337,0.9674930716498392
2.9418,1638.0716607773852,0.9674881149808171
2.9419,1638.063268551237,0.9674831583117951
2.942,1638.0548763250883,0.9674782016427731
2.9421,1638.04648409894,0.9674732449737511
2.9422,1638.0380918727915,0.967468288304729
2.9423000000000004,1638.0296996466432,0.9674633316357071
2.9424,1638.0213074204948,0.9674583749666851
2.9425000000000003,1638.0129151943463,0.967453418297663
2.9426,1638.004522968198,0.9674484616286411
2.9427000000000003,1637.9961307420494,0.967443504959619
2.9428,1637.9877385159011,0.967438548290597
2.9429000000000003,1637.9793462897526,0.9674335916215748
2.943,1637.9709540636043,0.9674286349525529
2.9431000000000003,1637.962561837456,0.9674236782835309
2.9432,1637.9541696113074,0.9674187216145088
2.9433000000000002,1637.945777385159,0.9674137649454869
2.9434,1637.9373851590108,0.9674088082764649
2.9435000000000002,1637.9289929328622,0.9674038516074428
2.9436,1637.920600706714,0.9673988949384209
2.9437,1637.9122084805654,0.9673939382693988
2.9438,1637.903816254417,0.9673889816003768
2.9439,1637.8954240282685,0.9673840249313547
2.944,1637.8870318021202,0.9673790682623328
2.9441,1637.8786395759719,0.9673741115933108
2.9442,1637.8702473498233,0.9673691549242887
2.9443,1637.861855123675,0.9673641982552668
2.9444000000000004,1637.8534628975265,0.9673592415862446
2.9445,1637.8450706713782,0.9673542849172226
2.9446000000000003,1637.8366784452298,0.9673493282482007
2.9447,1637.8282862190813,0.9673443715791786
2.9448000000000003,1637.819893992933,0.9673394149101566
2.9449,1637.8115017667844,0.9673344582411345
2.9450000000000003,1637.8031095406361,0.9673295015721126
2.9451,1637.7947173144878,0.9673245449030906
2.9452000000000003,1637.7863250883393,0.9673195882340685
2.9453,1637.777932862191,0.9673146315650466
2.9454000000000002,1637.7695406360424,0.9673096748960245
